datetime,total inflows,pool elevation,total release
2/21/1977,7480.29,3651.6499,10300
2/22/1977,6668.02,3651.6001,8120
2/23/1977,10402.63,3651.65991,7980
2/24/1977,7329.05,3651.62012,8660
2/25/1977,7653.33,3651.58008,9790
2/26/1977,8215.38,3651.61011,6540
2/27/1977,7366.50,3651.58008,9120
2/28/1977,8344.54,3651.53003,11900
3/1/1977,4574.53,3651.40991,9530
3/2/1977,6347.17,3651.18994,20000
3/3/1977,6657.58,3650.98999,19300
3/4/1977,7662.95,3650.91992,12800
3/5/1977,7414.94,3650.8999,8070
3/6/1977,8604.33,3650.8999,8910
3/7/1977,7065.53,3650.81006,11800
3/8/1977,6820.51,3650.80005,7320
3/9/1977,4059.17,3650.68994,8140
3/10/1977,10175.72,3650.77002,7980
3/11/1977,7518.73,3650.69995,12200
3/12/1977,7425.24,3650.75,3830
3/13/1977,7730.53,3650.81006,3330
3/14/1977,6482.75,3650.76001,7850
3/15/1977,10149.74,3650.76001,11700
3/16/1977,4049.75,3650.6001,9790
3/17/1977,9989.18,3650.6499,8310
3/18/1977,9063.45,3650.72998,4530
3/19/1977,5929.32,3650.73999,3290
3/20/1977,7294.43,3650.82007,1880
3/21/1977,8058.70,3650.88989,3840
3/22/1977,9032.96,3651.02002,1490
3/23/1977,5551.59,3651.05005,1510
3/24/1977,7647.54,3651.1499,1340
3/25/1977,8566.67,3651.28003,1250
3/26/1977,6009.08,3651.31006,2220
3/27/1977,8218.09,3651.40991,2640
3/28/1977,6925.79,3651.34009,10500
3/29/1977,6920.85,3651.22998,13000
3/30/1977,6555.25,3651.17993,8580
3/31/1977,6365.50,3651.19995,4190
4/1/1977,6390.13,3651.25,2640
4/2/1977,7071.68,3651.31006,3100
4/3/1977,6564.12,3651.37012,1960
4/4/1977,7441.11,3651.41992,4130
4/5/1977,7737.47,3651.51001,1760
4/6/1977,8014.84,3651.6001,1910
4/7/1977,6467.67,3651.66992,1260
4/8/1977,7429.38,3651.70996,5360
4/9/1977,5936.36,3651.67993,6700
4/10/1977,7126.67,3651.76001,2140
4/11/1977,6786.10,3651.84009,1600
4/12/1977,8609.26,3651.97998,1710
4/13/1977,3324.49,3651.94995,1950
4/14/1977,7080.19,3652.03003,2450
4/15/1977,4353.99,3652.03003,2410
4/16/1977,5284.81,3652.08008,1690
4/17/1977,4098.40,3652.1001,1590
4/18/1977,6878.21,3652.12988,6160
4/19/1977,4375.48,3652.07007,6080
4/20/1977,5706.79,3652.09009,3570
4/21/1977,7346.58,3652.17993,2370
4/22/1977,6327.08,3652.25,1320
4/23/1977,5998.07,3652.31006,1200
4/24/1977,5397.05,3652.36011,986
4/25/1977,6859.65,3652.41992,3430
4/26/1977,6016.88,3652.45996,2940
4/27/1977,4800.25,3652.46997,2590
4/28/1977,7129.81,3652.52002,4450
4/29/1977,6188.25,3652.58008,2090
4/30/1977,5314.83,3652.62988,986
5/1/1977,3984.33,3652.63989,1170
5/2/1977,7410.42,3652.63989,7670
5/3/1977,4939.38,3652.55005,7700
5/4/1977,9464.77,3652.62012,5800
5/5/1977,6627.70,3652.61011,4600
5/6/1977,8218.78,3652.63989,5410
5/7/1977,7768.83,3652.72998,1490
5/8/1977,8557.17,3652.8501,906
5/9/1977,8414.29,3652.92993,2240
5/10/1977,6791.35,3652.95996,2380
5/11/1977,9501.08,3653.07007,3000
5/12/1977,7909.49,3653.12988,2840
5/13/1977,9033.52,3653.18994,3930
5/14/1977,7804.23,3653.18994,5640
5/15/1977,8493.43,3653.29004,2180
5/16/1977,9199.76,3653.37012,4460
5/17/1977,5998.10,3653.30005,6990
5/18/1977,11037.21,3653.37012,7090
5/19/1977,8395.96,3653.41992,4020
5/20/1977,7707.26,3653.48999,2060
5/21/1977,8048.77,3653.59009,998
5/22/1977,7806.75,3653.68994,869
5/23/1977,8653.74,3653.79004,2130
5/24/1977,6597.64,3653.81006,2940
5/25/1977,9308.19,3653.8999,3390
5/26/1977,7663.12,3653.95996,2510
5/27/1977,7494.33,3654.02002,2830
5/28/1977,6016.64,3654.08008,982
5/29/1977,6074.22,3654.1499,883
5/30/1977,7297.22,3654.25,886
5/31/1977,6357.77,3654.27002,3640
6/1/1977,6719.71,3654.29004,3350
6/2/1977,10722.04,3654.3999,5280
6/3/1977,5631.43,3654.33008,6380
6/4/1977,6546.52,3654.33008,3230
6/5/1977,12359.20,3654.48999,3700
6/6/1977,7123.77,3654.44995,6230
6/7/1977,11103.89,3654.52002,6560
6/8/1977,13903.08,3654.62988,8150
6/9/1977,7450.97,3654.6001,4290
6/10/1977,12594.65,3654.73999,2200
6/11/1977,13203.68,3654.8999,1840
6/12/1977,13456.44,3655.07007,984
6/13/1977,12426.91,3655.1499,4920
6/14/1977,11705.08,3655.17993,7710
6/15/1977,10208.22,3655.17993,7770
6/16/1977,8609.07,3655.13989,8880
6/17/1977,7593.49,3655.1001,7480
6/18/1977,9022.18,3655.12988,6550
6/19/1977,5336.90,3655.07007,6300
6/20/1977,6661.28,3655.05005,7140
6/21/1977,5725.75,3654.98999,8400
6/22/1977,5882.64,3654.90991,9960
6/23/1977,4646.75,3654.72998,14500
6/24/1977,5568.25,3654.59009,13800
6/25/1977,2674.80,3654.37988,13400
6/26/1977,5998.12,3654.33008,9870
6/27/1977,2164.78,3654.07007,16100
6/28/1977,5652.60,3653.91992,15500
6/29/1977,4717.72,3653.75,14600
6/30/1977,4555.16,3653.6499,9770
7/1/1977,6934.05,3653.66992,6560
7/2/1977,3076.17,3653.54004,8440
7/3/1977,3802.51,3653.37988,11100
7/4/1977,8437.69,3653.40991,8360
7/5/1977,3168.04,3653.28003,8680
7/6/1977,3177.18,3653.1001,11900
7/7/1977,6844.34,3652.91992,16900
7/8/1977,5923.21,3652.73999,16500
7/9/1977,5543.63,3652.56006,14700
7/10/1977,5465.96,3652.40991,13300
7/11/1977,4058.59,3652.20996,14300
7/12/1977,5788.72,3652.08008,13600
7/13/1977,3628.40,3651.87988,13600
7/14/1977,4597.19,3651.71997,13000
7/15/1977,5168.61,3651.55005,14700
7/16/1977,3563.01,3651.31006,16100
7/17/1977,5582.63,3651.18994,13400
7/18/1977,2615.67,3650.94995,15600
7/19/1977,2806.64,3650.70996,15400
7/20/1977,6892.17,3650.59009,15200
7/21/1977,5426.52,3650.42993,14700
7/22/1977,5856.74,3650.19995,17500
7/23/1977,16289.23,3650.28003,15300
7/24/1977,12608.38,3650.27002,12500
7/25/1977,10315.25,3650.1499,15500
7/26/1977,10615.55,3650.06006,15200
7/27/1977,11844.38,3649.97998,16500
7/28/1977,9459.96,3649.86011,14000
7/29/1977,7622.94,3649.68994,15100
7/30/1977,12010.24,3649.62988,17100
7/31/1977,2294.99,3649.36011,12500
8/1/1977,6469.42,3649.05005,24600
8/2/1977,6075.98,3648.76001,23100
8/3/1977,5689.93,3648.45996,22700
8/4/1977,5072.05,3648.19995,19300
8/5/1977,5704.40,3648.02002,15800
8/6/1977,5076.71,3647.8501,14200
8/7/1977,8504.50,3647.75,16900
8/8/1977,3126.97,3647.41992,21100
8/9/1977,3247.56,3647.09009,20800
8/10/1977,4440.57,3646.82007,19700
8/11/1977,4045.17,3646.56006,18400
8/12/1977,4655.81,3646.32007,18300
8/13/1977,6954.32,3646.07007,20500
8/14/1977,6364.26,3645.86011,18100
8/15/1977,5586.34,3645.62012,19100
8/16/1977,6565.91,3645.3501,22800
8/17/1977,12102.09,3645.21997,23300
8/18/1977,8897.18,3644.94995,23600
8/19/1977,12796.95,3644.78003,22600
8/20/1977,13565.41,3644.67993,20200
8/21/1977,8273.61,3644.53003,15600
8/22/1977,6083.98,3644.28003,19500
8/23/1977,7887.18,3644.1001,18400
8/24/1977,7082.54,3643.87988,19900
8/25/1977,6189.40,3643.62988,20500
8/26/1977,6226.84,3643.36011,21700
8/27/1977,5641.48,3643.18994,14900
8/28/1977,5044.13,3643.08008,10800
8/29/1977,4688.94,3642.88989,14900
8/30/1977,4878.07,3642.67993,16100
8/31/1977,5567.35,3642.47998,16400
9/1/1977,6649.08,3642.28003,18300
9/2/1977,6599.86,3642.04004,20500
9/3/1977,6394.37,3641.87988,15200
9/4/1977,6814.54,3641.79004,12500
9/5/1977,4253.39,3641.62012,12600
9/6/1977,5933.46,3641.37988,19700
9/7/1977,5684.60,3641.09009,22100
9/8/1977,5416.86,3640.80005,21500
9/9/1977,4203.49,3640.48999,20500
9/10/1977,6453.71,3640.34009,15400
9/11/1977,6906.60,3640.28003,11400
9/12/1977,4286.53,3640.03003,17900
9/13/1977,4848.79,3639.79004,18000
9/14/1977,8109.59,3639.6499,16700
9/15/1977,5645.44,3639.41992,17100
9/16/1977,6294.33,3639.22998,15800
9/17/1977,6696.24,3639.13989,11000
9/18/1977,6888.94,3639.1001,9080
9/19/1977,4152.21,3638.90991,13000
9/20/1977,4936.53,3638.70996,14800
9/21/1977,8238.85,3638.61011,14900
9/22/1977,4370.25,3638.37988,15100
9/23/1977,6763.36,3638.20996,16500
9/24/1977,5289.79,3637.98999,16800
9/25/1977,5324.32,3637.82007,14400
9/26/1977,4606.84,3637.56006,18500
9/27/1977,5829.84,3637.34009,18100
9/28/1977,5440.95,3637.1001,18600
9/29/1977,5380.58,3636.86011,18700
9/30/1977,7458.84,3636.69995,17900
10/1/1977,3295.23,3636.59009,7420
10/2/1977,4274.76,3636.57007,4150
10/3/1977,4272.07,3636.47998,8540
10/4/1977,4739.18,3636.38989,9430
10/5/1977,4795.35,3636.33008,7680
10/6/1977,5426.39,3636.26001,9480
10/7/1977,5836.53,3636.19995,9600
10/8/1977,4280.36,3636.1499,5920
10/9/1977,5707.94,3636.12988,5210
10/10/1977,7397.50,3636.11011,7790
10/11/1977,5965.29,3636.05005,8650
10/12/1977,4935.56,3635.94995,9230
10/13/1977,5029.85,3635.87988,7740
10/14/1977,5474.83,3635.8999,3660
10/15/1977,4963.64,3635.93994,1560
10/16/1977,5030.89,3635.98999,1260
10/17/1977,5034.54,3635.96997,5530
10/18/1977,5298.00,3635.93994,6690
10/19/1977,4192.24,3635.8999,4930
10/20/1977,5840.84,3635.87988,7040
10/21/1977,4969.86,3635.87012,4770
10/22/1977,4838.97,3635.86011,4620
10/23/1977,4293.69,3635.83008,5000
10/24/1977,4982.68,3635.79004,6940
10/25/1977,4045.45,3635.70996,7380
10/26/1977,4923.48,3635.6499,7860
10/27/1977,4469.05,3635.56006,8560
10/28/1977,4943.50,3635.52002,6540
10/29/1977,3375.49,3635.5,2300
10/30/1977,6097.63,3635.57007,2320
10/31/1977,7158.81,3635.6499,3340
11/1/1977,3102.82,3635.62012,2160
11/2/1977,5731.30,3635.66992,2820
11/3/1977,4995.37,3635.62988,6230
11/4/1977,4505.47,3635.52002,9120
11/5/1977,4764.44,3635.42993,8430
11/6/1977,8068.58,3635.48999,6060
11/7/1977,4915.16,3635.38989,9260
11/8/1977,7806.79,3635.3501,10300
11/9/1977,5753.75,3635.28003,8580
11/10/1977,6337.53,3635.25,7360
11/11/1977,5733.91,3635.19995,7290
11/12/1977,5147.14,3635.19995,3710
11/13/1977,5954.86,3635.26001,1920
11/14/1977,5223.23,3635.25,4830
11/15/1977,5601.11,3635.25,4980
11/16/1977,4688.18,3635.17993,7290
11/17/1977,5651.05,3635.12012,8540
11/18/1977,6027.05,3635.06006,9310
11/19/1977,4950.17,3635.01001,6620
11/20/1977,6039.02,3634.98999,6990
11/21/1977,3922.89,3634.80005,12900
11/22/1977,5164.20,3634.68994,10600
11/23/1977,5489.97,3634.65991,6340
11/24/1977,5161.71,3634.67993,3150
11/25/1977,4271.07,3634.68994,2160
11/26/1977,6548.31,3634.72998,4670
11/27/1977,4617.76,3634.73999,2630
11/28/1977,4990.02,3634.71997,5260
11/29/1977,6016.96,3634.70996,6410
11/30/1977,6071.07,3634.62012,10700
12/1/1977,4412.39,3634.41992,14000
12/2/1977,6049.14,3634.3501,9650
12/3/1977,6733.35,3634.38989,4880
12/4/1977,6558.42,3634.44995,3510
12/5/1977,4719.02,3634.37988,7560
12/6/1977,4762.51,3634.28003,9380
12/7/1977,4813.49,3634.12988,12400
12/8/1977,6326.53,3633.98999,14700
12/9/1977,5039.46,3633.81006,14500
12/10/1977,6040.93,3633.78003,7870
12/11/1977,4431.37,3633.68994,8290
12/12/1977,5719.15,3633.57007,12400
12/13/1977,4686.47,3633.3999,13500
12/14/1977,5382.62,3633.23999,14600
12/15/1977,4817.32,3633.1001,12200
12/16/1977,4550.30,3632.92993,13200
12/17/1977,6791.87,3632.81006,14600
12/18/1977,5524.52,3632.6499,14400
12/19/1977,6286.58,3632.43994,18400
12/20/1977,5357.13,3632.18994,19000
12/21/1977,6026.09,3631.97998,18200
12/22/1977,2830.81,3631.65991,18300
12/23/1977,5181.28,3631.44995,16700
12/24/1977,6053.57,3631.30005,15300
12/25/1977,3800.21,3631.12988,12600
12/26/1977,4278.01,3630.93994,14600
12/27/1977,4524.16,3630.67993,18900
12/28/1977,5534.42,3630.46997,17800
12/29/1977,5602.12,3630.27002,17100
12/30/1977,5530.66,3630.07007,16400
12/31/1977,7902.44,3630.05005,10200
1/1/1978,5294.96,3629.8999,12700
1/2/1978,6329.24,3629.72998,16400
1/3/1978,6014.13,3629.54004,17100
1/4/1978,3988.81,3629.27002,17800
1/5/1978,5948.54,3629.04004,19700
1/6/1978,6387.85,3628.86011,17900
1/7/1978,4362.96,3628.62012,17100
1/8/1978,5155.04,3628.47998,12600
1/9/1978,6103.97,3628.30005,16800
1/10/1978,5255.60,3628.08008,17600
1/11/1978,5247.74,3627.93994,13200
1/12/1978,6206.03,3627.83008,13200
1/13/1978,6362.20,3627.71997,13200
1/14/1978,6686.97,3627.6001,13900
1/15/1978,7610.10,3627.54004,12500
1/16/1978,6491.47,3627.3501,17300
1/17/1978,6548.30,3627.19995,15300
1/18/1978,7834.31,3627.09009,15300
1/19/1978,6708.28,3626.8999,17600
1/20/1978,6201.29,3626.65991,19600
1/21/1978,6699.76,3626.53003,14700
1/22/1978,5698.80,3626.42993,11200
1/23/1978,5898.17,3626.21997,17800
1/24/1978,6915.50,3626,20200
1/25/1978,4998.84,3625.77002,17000
1/26/1978,6498.98,3625.61011,15800
1/27/1978,7252.53,3625.48999,15200
1/28/1978,5493.72,3625.3999,10200
1/29/1978,5000.86,3625.36011,6660
1/30/1978,5969.10,3625.19995,15200
1/31/1978,6264.97,3625.02002,17000
2/1/1978,5868.56,3624.86011,14800
2/2/1978,6018.34,3624.72998,13200
2/3/1978,6232.04,3624.62988,11800
2/4/1978,6741.03,3624.62988,7470
2/5/1978,4576.53,3624.6001,5180
2/6/1978,6465.10,3624.57007,8870
2/7/1978,4627.17,3624.40991,12200
2/8/1978,7664.82,3624.36011,11400
2/9/1978,7099.86,3624.29004,11000
2/10/1978,8191.11,3624.27002,10000
2/11/1978,6866.28,3624.29004,5270
2/12/1978,7910.22,3624.3501,3730
2/13/1978,8771.58,3624.33008,11200
2/14/1978,6146.14,3624.18994,12900
2/15/1978,5582.85,3624.07007,10900
2/16/1978,8066.38,3624.03003,11800
2/17/1978,6565.05,3623.91992,12800
2/18/1978,5800.74,3623.84009,9640
2/19/1978,5712.94,3623.78003,8490
2/20/1978,6240.41,3623.73999,8530
2/21/1978,5423.27,3623.62988,11100
2/22/1978,5789.98,3623.54004,10700
2/23/1978,5384.14,3623.37012,14300
2/24/1978,5369.38,3623.22998,12600
2/25/1978,5670.70,3623.16992,8920
2/26/1978,6194.91,3623.08008,11400
2/27/1978,5270.80,3622.87012,15900
2/28/1978,7312.54,3622.70996,17100
3/1/1978,8522.96,3622.61011,16300
3/2/1978,8298.20,3622.48999,16500
3/3/1978,7683.81,3622.30005,17700
3/4/1978,11663.58,3622.31006,13300
3/5/1978,11380.51,3622.30005,12600
3/6/1978,11958.48,3622.29004,13300
3/7/1978,11520.89,3622.32007,10400
3/8/1978,10379.67,3622.32007,9770
3/9/1978,10472.02,3622.3501,8920
3/10/1978,11816.76,3622.37988,12300
3/11/1978,8526.49,3622.38989,7230
3/12/1978,8345.19,3622.38989,7630
3/13/1978,9115.07,3622.40991,8540
3/14/1978,9606.99,3622.46997,7060
3/15/1978,9873.87,3622.57007,5310
3/16/1978,8742.38,3622.62012,5400
3/17/1978,9028.10,3622.68994,4950
3/18/1978,8375.35,3622.77002,3380
3/19/1978,8481.09,3622.87988,2940
3/20/1978,6805.30,3622.83008,8970
3/21/1978,6426.93,3622.78003,8140
3/22/1978,6349.52,3622.71997,8520
3/23/1978,8155.28,3622.71997,8600
3/24/1978,8240.47,3622.71997,8300
3/25/1978,8252.80,3622.71997,8030
3/26/1978,8479.91,3622.73999,7220
3/27/1978,6245.96,3622.6001,11600
3/28/1978,12002.12,3622.67993,10400
3/29/1978,8758.25,3622.63989,10700
3/30/1978,8977.05,3622.62988,8580
3/31/1978,11648.15,3622.68994,9440
4/1/1978,9795.04,3622.72998,7260
4/2/1978,9762.32,3622.77002,7270
4/3/1978,11979.48,3622.87988,6910
4/4/1978,13370.85,3622.97998,7450
4/5/1978,15923.30,3623.1499,7900
4/6/1978,13536.59,3623.26001,7700
4/7/1978,13225.69,3623.37988,6760
4/8/1978,11418.79,3623.43994,6660
4/9/1978,15974.91,3623.63989,7470
4/10/1978,19368.76,3623.92993,7490
4/11/1978,17044.84,3624.12988,6750
4/12/1978,16782.75,3624.32007,7060
4/13/1978,16179.59,3624.48999,8420
4/14/1978,12417.99,3624.55005,7780
4/15/1978,16335.60,3624.72998,7220
4/16/1978,20495.86,3624.98999,8610
4/17/1978,17108.14,3625.1001,9650
4/18/1978,18306.50,3625.25,10200
4/19/1978,17803.23,3625.40991,9370
4/20/1978,17174.28,3625.54004,10300
4/21/1978,15985.98,3625.6001,12500
4/22/1978,14750.16,3625.68994,9040
4/23/1978,16238.97,3625.86011,6930
4/24/1978,17449.16,3626.02002,9210
4/25/1978,15236.33,3626.1001,9550
4/26/1978,14014.76,3626.18994,8010
4/27/1978,15878.60,3626.3501,7780
4/28/1978,16338.68,3626.52002,7150
4/29/1978,17818.20,3626.6499,11100
4/30/1978,19241.12,3626.8501,8680
5/1/1978,22050.86,3627.1499,8660
5/2/1978,17017.73,3627.23999,10400
5/3/1978,17910.06,3627.33008,11900
5/4/1978,24829.81,3627.6001,14500
5/5/1978,13515.79,3627.5,12700
5/6/1978,21271.49,3627.76001,8030
5/7/1978,17965.49,3627.92993,6860
5/8/1978,21258.97,3628.13989,10800
5/9/1978,20096.64,3628.29004,11200
5/10/1978,20450.14,3628.44995,10600
5/11/1978,19274.43,3628.57007,11200
5/12/1978,20339.45,3628.76001,9810
5/13/1978,18737.08,3628.93994,7550
5/14/1978,17747.62,3629.11011,7120
5/15/1978,17351.13,3629.19995,11000
5/16/1978,20140.34,3629.3999,9320
5/17/1978,23843.18,3629.63989,11400
5/18/1978,28899.22,3629.97998,10500
5/19/1978,33307.58,3630.42993,8300
5/20/1978,37415.77,3630.98999,6840
5/21/1978,33398.78,3631.45996,6430
5/22/1978,37054.95,3631.8999,11300
5/23/1978,37942.95,3632.30005,12800
5/24/1978,34469.20,3632.55005,15100
5/25/1978,35478.65,3632.86011,16200
5/26/1978,36046.51,3633.19995,16400
5/27/1978,38295.84,3633.71997,8750
5/28/1978,38722.51,3634.26001,7050
5/29/1978,38658.79,3634.80005,6600
5/30/1978,41278.24,3635.27002,13500
5/31/1978,37265.10,3635.62012,13600
6/1/1978,37449.59,3635.93994,14600
6/2/1978,37754.34,3636.29004,14100
6/3/1978,38407.38,3636.62988,15600
6/4/1978,38009.52,3637.08008,9160
6/5/1978,39197.51,3637.44995,15700
6/6/1978,40408.52,3637.84009,15500
6/7/1978,40413.97,3638.29004,11300
6/8/1978,37428.97,3638.62012,14000
6/9/1978,37824.44,3638.96997,15500
6/10/1978,38509.24,3639.40991,10600
6/11/1978,41260.78,3639.94995,7870
6/12/1978,44068.85,3640.47998,11500
6/13/1978,47604.77,3641.04004,13300
6/14/1978,49601.20,3641.54004,16900
6/15/1978,52511.47,3642.1001,16700
6/16/1978,53340.74,3642.72998,12900
6/17/1978,55746.41,3643.44995,9730
6/18/1978,56292.92,3644.19995,6740
6/19/1978,56056.99,3644.82007,12600
6/20/1978,52447.68,3645.41992,9490
6/21/1978,49219.99,3645.8999,14400
6/22/1978,47749.79,3646.34009,16500
6/23/1978,45909.30,3646.72998,17500
6/24/1978,44369.20,3647.22998,9460
6/25/1978,41487.16,3647.70996,6530
6/26/1978,42272.70,3648.12988,13200
6/27/1978,43297.76,3648.59009,13000
6/28/1978,41149.88,3649,12000
6/29/1978,39068.41,3649.34009,12900
6/30/1978,36279.33,3649.6499,12900
7/1/1978,37457.53,3650.04004,8510
7/2/1978,36270.01,3650.3999,8250
7/3/1978,35341.40,3650.70996,9970
7/4/1978,31529.73,3650.98999,7940
7/5/1978,31444.24,3651.23999,11100
7/6/1978,30481.87,3651.52002,9100
7/7/1978,26414.91,3651.63989,13000
7/8/1978,26589.06,3651.8501,9290
7/9/1978,23580.33,3651.96997,11800
7/10/1978,23526.24,3652.1001,12900
7/11/1978,19143.72,3652.12988,12600
7/12/1978,19038.33,3652.17993,11800
7/13/1978,20700.14,3652.27002,12900
7/14/1978,17919.87,3652.27002,13600
7/15/1978,18953.91,3652.37012,10000
7/16/1978,21008.44,3652.56006,9860
7/17/1978,12627.04,3652.44995,12500
7/18/1978,18769.59,3652.5,13600
7/19/1978,16034.32,3652.51001,12600
7/20/1978,15734.04,3652.48999,12800
7/21/1978,18966.41,3652.6001,10700
7/22/1978,15286.28,3652.62012,10200
7/23/1978,14374.16,3652.68994,6400
7/24/1978,15127.75,3652.75,8950
7/25/1978,13662.45,3652.68994,13700
7/26/1978,14722.58,3652.66992,14000
7/27/1978,12107.11,3652.56006,15700
7/28/1978,11661.41,3652.47998,14300
7/29/1978,10932.14,3652.45996,10500
7/30/1978,10055.14,3652.41992,11100
7/31/1978,8100.23,3652.29004,14100
8/1/1978,6893.89,3652.13989,13400
8/2/1978,7864.54,3652.02002,13400
8/3/1978,9181.08,3651.90991,15100
8/4/1978,7233.79,3651.73999,15700
8/5/1978,6899.23,3651.6001,14100
8/6/1978,5513.52,3651.42993,13800
8/7/1978,6774.56,3651.25,17500
8/8/1978,6401.10,3651.02002,19400
8/9/1978,6535.83,3650.82007,18000
8/10/1978,3388.86,3650.57007,15900
8/11/1978,6534.83,3650.38989,17500
8/12/1978,4006.00,3650.15991,16200
8/13/1978,5081.70,3649.97998,15400
8/14/1978,7075.65,3649.87012,14400
8/15/1978,2761.26,3649.58008,17200
8/16/1978,3736.89,3649.26001,20300
8/17/1978,6418.13,3649.02002,19900
8/18/1978,6971.01,3648.83008,17700
8/19/1978,4258.19,3648.63989,12500
8/20/1978,6337.90,3648.46997,16100
8/21/1978,6213.13,3648.23999,19800
8/22/1978,3657.10,3647.92993,19700
8/23/1978,7016.81,3647.69995,21200
8/24/1978,6105.72,3647.42993,22000
8/25/1978,5058.60,3647.1001,23100
8/26/1978,5822.82,3646.87988,18200
8/27/1978,6574.65,3646.75,14200
8/28/1978,6058.60,3646.52002,19600
8/29/1978,5730.00,3646.30005,17700
8/30/1978,4804.65,3646.04004,17800
8/31/1978,6193.89,3645.80005,20100
9/1/1978,5560.25,3645.54004,20000
9/2/1978,5935.69,3645.36011,16000
9/3/1978,4575.99,3645.13989,16600
9/4/1978,2870.80,3644.84009,18300
9/5/1978,7668.60,3644.81006,21000
9/6/1978,4055.90,3644.27002,23500
9/7/1978,6241.98,3644,23700
9/8/1978,5187.67,3643.66992,23600
9/9/1978,4689.82,3643.42993,17200
9/10/1978,4580.83,3643.15991,18500
9/11/1978,8440.40,3643,19800
9/12/1978,3992.65,3642.72998,17700
9/13/1978,5304.41,3642.51001,16500
9/14/1978,9583.87,3642.38989,17600
9/15/1978,5925.15,3642.19995,14900
9/16/1978,5893.96,3642.07007,11700
9/17/1978,4557.55,3641.93994,9700
9/18/1978,7525.58,3641.87012,11700
9/19/1978,6091.28,3641.76001,11300
9/20/1978,4764.21,3641.58008,13100
9/21/1978,4542.75,3641.37988,14100
9/22/1978,6902.59,3641.27002,13000
9/23/1978,6423.75,3641.13989,13000
9/24/1978,6843.20,3641.01001,13500
9/25/1978,7687.84,3640.86011,16200
9/26/1978,7784.45,3640.70996,16100
9/27/1978,9471.51,3640.59009,15200
9/28/1978,7310.15,3640.3999,17100
9/29/1978,8792.45,3640.27002,16200
9/30/1978,7109.71,3640.16992,11500
10/1/1978,5722.11,3640.1001,8070
10/2/1978,6705.83,3640,12300
10/3/1978,5699.62,3639.92993,8620
10/4/1978,5798.28,3639.8501,8960
10/5/1978,6819.59,3639.80005,9010
10/6/1978,6145.29,3639.67993,12000
10/7/1978,5771.14,3639.58008,10200
10/8/1978,6002.31,3639.59009,4910
10/9/1978,4785.38,3639.52002,7520
10/10/1978,5677.37,3639.41992,10600
10/11/1978,6596.48,3639.32007,12300
10/12/1978,5903.88,3639.12988,16300
10/13/1978,4844.68,3638.91992,15700
10/14/1978,5587.65,3638.87988,7350
10/15/1978,4438.35,3638.87012,3510
10/16/1978,4610.98,3638.75,10500
10/17/1978,4810.63,3638.57007,14400
10/18/1978,6384.05,3638.45996,12900
10/19/1978,4383.74,3638.26001,14100
10/20/1978,7439.90,3638.19995,11600
10/21/1978,7677.06,3638.22998,6690
10/22/1978,8075.59,3638.12012,15800
10/23/1978,7500.75,3637.92993,19100
10/24/1978,5357.72,3637.68994,17500
10/25/1978,8184.40,3637.58008,14500
10/26/1978,7088.41,3637.5,9610
10/27/1978,8925.78,3637.46997,10600
10/28/1978,8349.30,3637.38989,12400
10/29/1978,7531.79,3637.3999,5720
10/30/1978,9539.76,3637.40991,9310
10/31/1978,7435.31,3637.28003,13000
11/1/1978,8792.58,3637.25,10100
11/2/1978,9561.26,3637.26001,9460
11/3/1978,11863.88,3637.3999,5890
11/4/1978,8398.44,3637.47998,2640
11/5/1978,10146.96,3637.61011,1730
11/6/1978,10975.58,3637.68994,5730
11/7/1978,8711.61,3637.69995,6190
11/8/1978,8733.97,3637.72998,5700
11/9/1978,8366.77,3637.71997,7470
11/10/1978,7074.51,3637.6499,9380
11/11/1978,11820.30,3637.73999,9780
11/12/1978,11631.72,3637.84009,8140
11/13/1978,9007.35,3637.71997,15300
11/14/1978,13974.90,3637.69995,16500
11/15/1978,11320.59,3637.53003,19000
11/16/1978,10928.37,3637.41992,16400
11/17/1978,9251.32,3637.32007,14800
11/18/1978,7873.63,3637.27002,9790
11/19/1978,7318.14,3637.16992,11300
11/20/1978,9146.20,3637,18600
11/21/1978,8858.57,3636.8501,16800
11/22/1978,9180.66,3636.73999,15300
11/23/1978,10258.71,3636.81006,6910
11/24/1978,8596.42,3636.76001,10400
11/25/1978,7491.91,3636.65991,11000
11/26/1978,9825.13,3636.62988,11900
11/27/1978,9362.83,3636.46997,17200
11/28/1978,9848.87,3636.32007,17000
11/29/1978,9871.52,3636.23999,14000
11/30/1978,7279.93,3636.08008,14000
12/1/1978,11980.64,3636.12988,11200
12/2/1978,8759.34,3636.09009,10600
12/3/1978,9972.85,3636.07007,11200
12/4/1978,8411.25,3635.88989,16900
12/5/1978,12092.47,3635.84009,16300
12/6/1978,9118.47,3635.65991,18700
12/7/1978,8290.62,3635.47998,17300
12/8/1978,7531.58,3635.20996,21400
12/9/1978,7231.48,3634.94995,19800
12/10/1978,7353.65,3634.75,17100
12/11/1978,6037.88,3634.54004,16400
12/12/1978,4788.67,3634.25,19600
12/13/1978,5471.62,3633.98999,19400
12/14/1978,5169.04,3633.72998,18400
12/15/1978,7490.38,3633.55005,17100
12/16/1978,7317.27,3633.45996,11400
12/17/1978,9325.81,3633.48999,8030
12/18/1978,10859.22,3633.51001,11700
12/19/1978,12258.81,3633.5,14900
12/20/1978,13326.15,3633.45996,17000
